"Status","Progress","Duration (in seconds)","Finished","DistributionChannel","UserLanguage","Consent","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_31","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_53","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75","HEXACO_C_1","HEXACO_C_2","HEXACO_C_3","HEXACO_C_4","HEXACO_C_5","HEXACO_C_6","HEXACO_C_7","HEXACO_C_8","HEXACO_C_9","HEXACO_C_10","Age","Gender","Race","Degree","Income","Religion"
"0","100","344","1","anonymous","EN","1","4","5","6","6","2","2","4","2","2","3","5","6","3","3","5","4","6","5","5","4","4","6","4","4","5","5","5","2","4","5","4","6","6","6","3","5","6","4","3","6","4","6","5","2","4","6","2","4","6","5","2","4","2","2","5","4","6","6","2","6","5","5","6","4","2","4","5","4","2","6","5","2","4","6","6","3","4","3","2","2","4","3","1","5","3","28","2","1","5","11","9"
"0","100","305","1","anonymous","EN","1","1","6","2","5","3","1","2","3","5","3","6","5","5","2","3","6","4","4","2","2","5","4","5","1","2","2","1","2","1","5","4","5","5","2","1","2","2","4","2","3","4","1","2","3","7","2","1","2","2","3","2","1","2","2","3","4","5","5","2","5","4","6","5","4","3","4","3","1","2","7","7","2","1","3","2","4","1","5","1","1","5","2","1","3","2","40","1","6","5","10","4"
"0","100","587","1","anonymous","EN","1","4","4","1","7","1","4","6","1","2","1","4","7","2","2","7","7","7","7","4","7","1","4","1","6","4","1","5","6","7","7","4","7","6","7","5","7","6","7","4","7","1","6","6","1","2","6","1","4","6","1","3","6","2","1","7","6","7","7","6","7","6","4","7","7","4","1","7","6","1","1","7","1","4","7","7","3","4","2","3","2","4","4","4","2","2","48","2","6","3","11","1"
"0","100","540","1","anonymous","EN","1","4","6","6","5","4","3","3","3","5","4","5","5","4","3","5","7","4","4","4","6","4","5","5","5","4","3","6","4","5","5","4","4","4","4","6","4","5","4","3","4","4","4","5","2","6","6","5","4","4","3","3","6","2","2","5","5","6","4","2","4","4","5","6","4","3","4","6","5","3","4","5","3","3","5","5","3","4","4","3","3","3","4","4","1","3","29","2","6","6","11","1"
"0","100","101","1","anonymous","EN","1","3","5","3","3","6","3","3","3","3","2","4","5","5","5","5","4","3","3","3","3","4","4","5","5","2","3","5","3","2","2","4","6","4","3","4","3","4","4","3","4","6","3","3","5","3","5","4","3","5","3","3","4","2","3","5","4","4","4","5","4","4","4","2","3","5","4","2","3","4","3","5","4","4","2","4","3","4","4","4","5","2","3","4","4","2","26","1","1","5","6","1"
"0","100","1604","1","anonymous","EN","1","2","2","2","5","2","6","5","3","3","2","5","4","2","2","6","6","6","6","6","4","2","6","4","5","7","2","5","4","5","6","4","6","6","6","3","6","5","3","5","4","2","3","4","1","4","6","2","5","6","2","2","4","2","2","4","7","6","6","6","7","6","4","6","6","2","3","4","4","2","4","2","2","3","6","5","4","4","4","2","1","2","2","2","2","2","42","1","2","3","11","1"
"0","100","515","1","anonymous","EN","1","2","5","1","7","1","1","1","1","1","1","6","7","2","7","6","2","7","6","6","1","2","6","1","1","1","1","5","1","1","7","4","7","7","6","1","7","2","7","1","2","1","7","6","1","1","5","2","1","2","1","1","2","2","1","1","7","7","7","1","5","7","6","7","2","1","2","1","1","1","7","7","1","7","7","5","5","1","5","1","1","2","1","1","1","1","61","2","6","5","5","2"
"0","100","552","1","anonymous","EN","1","7","7","3","6","5","1","1","4","5","6","7","6","6","6","3","7","4","2","4","2","6","7","5","4","4","5","3","1","2","4","4","7","4","6","4","5","5","7","1","3","7","4","4","6","7","4","6","1","4","5","5","3","2","2","5","4","2","5","4","4","4","6","4","2","7","2","3","1","7","7","7","7","6","2","4","4","1","5","1","1","5","2","1","4","2","46","1","1","4","11","9"
"0","100","611","1","anonymous","EN","1","5","6","1","6","2","2","4","3","2","1","5","5","5","3","5","2","6","5","2","2","6","6","2","7","3","1","5","3","5","5","4","6","6","6","2","6","5","7","3","6","1","5","6","1","1","6","4","1","4","1","2","5","2","1","6","3","7","7","2","5","5","5","7","5","7","4","6","6","1","2","5","1","6","5","5","4","4","2","4","4","2","2","2","1","1","41","2","6","5","6","1"
"0","100","565","1","anonymous","EN","1","3","5","2","6","3","3","3","5","3","3","6","6","6","6","6","5","6","5","5","5","2","5","4","3","5","2","5","3","5","5","4","4","5","6","3","3","3","6","2","5","2","3","6","2","2","6","2","2","4","5","3","3","2","1","6","2","6","6","2","5","5","5","6","3","2","5","7","3","1","2","6","2","6","6","6","2","4","4","1","1","5","3","4","4","2","21","2","6","3","5","12"
"0","100","871","1","anonymous","EN","1","2","2","1","5","2","4","6","2","3","2","3","6","2","3","6","5","6","6","5","2","2","6","6","5","6","2","5","2","3","6","4","6","6","3","3","5","5","2","2","6","2","6","6","2","2","6","2","4","6","3","3","4","2","2","5","6","6","6","2","6","6","4","6","5","2","2","6","3","2","4","4","5","5","6","6","4","1","5","1","1","4","2","2","2","1","50","1","6","4","7","2"
"0","100","714","1","anonymous","EN","1","3","4","2","6","1","5","6","1","1","1","3","7","2","3","6","4","6","7","6","5","1","7","2","7","6","1","6","6","7","7","4","6","7","6","5","7","7","5","5","6","1","6","7","1","1","7","2","4","5","3","1","6","2","2","7","5","7","7","5","7","7","2","7","5","1","1","7","6","1","3","5","4","5","7","6","5","2","5","1","1","4","2","1","4","2","52","2","6","5","11","1"
"0","100","331","1","anonymous","EN","1","3","4","2","5","3","3","4","3","2","2","4","6","3","5","5","3","5","6","5","5","2","6","2","5","4","2","5","4","4","5","4","5","5","6","3","5","6","6","3","5","3","6","5","2","4","5","2","3","5","3","3","5","2","2","6","5","6","6","4","6","5","4","6","5","3","5","3","4","2","5","6","2","3","6","5","5","2","4","2","2","4","2","2","4","2","33","2","6","4","11","9"
"0","100","1918","1","anonymous","EN","1","4","4","4","4","2","2","2","2","2","2","2","4","2","2","5","5","5","6","2","4","2","4","4","2","4","2","3","2","2","4","4","6","3","5","2","5","4","4","2","6","2","4","4","2","2","6","2","2","2","2","2","2","2","2","2","4","6","5","2","5","4","4","6","3","5","5","6","2","2","4","6","1","6","6","5","4","5","1","3","3","2","3","4","1","4","57","1","6","6","12","9"
"0","100","581","1","anonymous","EN","1","4","6","2","5","2","3","4","4","3","2","6","5","6","5","5","4","5","5","4","2","5","5","2","3","4","2","4","2","5","4","4","5","5","6","3","5","3","5","2","5","3","5","5","3","2","5","2","2","4","2","3","4","2","1","3","4","5","6","2","5","4","4","5","2","5","6","5","2","4","4","5","4","4","6","6","4","4","2","1","4","4","3","1","5","3","39","2","6","5","10","9"
"0","100","968","1","anonymous","EN","1","5","6","2","7","3","1","5","1","1","2","6","7","6","4","6","7","6","4","6","2","5","6","5","5","4","2","4","5","2","5","4","5","6","7","6","4","5","5","2","4","1","4","5","3","1","6","4","1","5","5","3","2","2","1","5","2","6","6","2","6","6","1","6","3","3","4","5","2","1","6","6","4","7","6","6","1","5","3","2","5","4","5","4","1","5","20","1","3","2","1","10"
"0","100","655","1","anonymous","EN","1","4","5","2","4","3","2","4","3","1","2","6","5","4","6","5","6","5","5","5","4","4","5","4","5","5","4","7","5","6","6","4","7","6","4","6","5","4","5","4","2","2","6","3","2","1","6","5","3","5","5","7","4","2","1","3","5","6","6","4","4","5","6","4","4","4","6","7","5","2","5","4","4","4","4","4","4","3","4","1","3","4","3","3","2","2","22","2","2","4","6","1"
"0","100","757","1","anonymous","EN","1","7","7","1","6","4","5","5","1","3","1","5","6","2","1","7","5","7","7","7","6","1","6","7","5","7","1","5","7","3","5","4","7","7","6","4","6","7","6","5","7","1","7","1","1","1","6","1","2","5","5","2","4","2","1","6","6","7","7","7","7","7","7","7","6","6","5","7","7","1","6","2","1","7","7","6","3","4","1","1","5","4","1","3","1","4","34","2","2","6","1","1"
"0","100","484","1","anonymous","EN","1","3","4","4","5","4","2","2","3","4","2","4","5","5","4","5","4","5","4","4","2","3","5","2","4","5","4","5","3","4","5","4","4","4","5","2","5","5","5","2","5","3","5","5","3","4","5","2","2","3","3","2","3","2","2","5","4","5","6","1","4","5","4","5","3","3","3","5","2","3","5","6","3","6","5","4","5","2","3","2","2","4","3","2","2","3","43","1","6","6","7","10"
"0","100","876","1","anonymous","EN","1","2","5","2","6","2","2","6","3","2","2","5","6","3","2","6","5","6","6","6","2","2","5","5","6","5","3","5","6","5","6","4","6","6","6","5","6","5","6","4","5","2","6","5","2","5","5","5","6","5","6","5","5","2","3","6","6","6","6","5","6","6","4","7","5","2","2","5","6","2","6","6","2","3","6","5","4","3","4","2","2","3","2","2","2","2","28","1","1","6","10","6"
"0","100","500","1","anonymous","EN","1","4","4","1","7","2","1","4","1","4","1","7","4","7","6","6","6","5","5","1","6","1","7","1","4","4","1","4","1","1","5","4","6","7","7","1","7","5","7","1","4","1","7","7","1","6","6","1","1","5","1","2","1","2","1","2","4","7","4","1","4","6","7","7","5","1","1","1","1","1","7","7","1","7","7","4","5","4","5","1","1","5","3","1","4","1","34","1","6","4","5","1"
"0","100","766","1","anonymous","EN","1","1","1","1","5","1","4","3","5","3","1","2","5","5","6","5","5","5","3","4","3","4","5","3","5","3","2","3","1","5","4","4","4","4","6","1","4","3","4","3","4","1","4","5","1","3","5","2","1","3","2","1","3","2","3","5","5","5","5","2","5","5","5","6","2","3","4","5","3","1","5","5","3","5","5","3","4","4","3","1","2","4","2","1","3","1","39","2","2","3","7","11"
"0","100","3524","1","anonymous","EN","1","4","6","1","7","1","4","4","1","4","1","7","7","1","2","7","6","7","7","7","1","1","7","7","4","7","1","4","1","1","5","4","7","7","7","4","6","6","6","4","4","4","2","7","1","4","7","1","1","4","7","1","1","2","1","6","4","7","7","4","7","7","4","7","7","1","1","7","1","1","6","6","1","4","7","7","5","1","5","1","1","4","2","1","1","2","28","1","2","5","7","10"
"0","100","422","1","anonymous","EN","1","6","4","2","6","3","2","2","4","3","2","5","6","6","6","4","5","5","4","5","2","5","6","2","2","4","2","3","5","3","5","4","5","4","5","4","2","4","6","2","6","2","4","4","6","4","5","2","2","3","5","4","3","2","1","5","2","5","5","2","5","4","6","3","3","6","4","4","1","4","6","6","3","6","5","4","5","1","5","1","1","5","2","1","4","1","30","2","6","2","4","1"
"0","100","247","1","anonymous","EN","1","4","5","6","5","2","5","6","1","2","3","5","5","2","2","6","5","5","5","5","5","5","5","3","5","4","6","3","3","4","5","4","6","7","5","5","4","5","6","6","5","5","2","6","3","4","4","5","5","5","5","2","3","2","1","3","6","6","6","5","5","4","5","4","5","4","5","6","3","2","4","5","4","2","6","5","5","1","4","1","2","4","2","1","4","2","31","1","6","5","8","9"
"0","100","992","1","anonymous","EN","1","2","6","1","6","1","2","5","2","2","2","6","7","6","5","5","5","6","5","5","5","2","6","5","4","5","1","6","2","5","6","4","7","6","6","1","6","7","7","2","6","3","5","2","1","6","6","2","3","6","6","5","5","2","2","5","7","7","6","5","6","6","6","6","6","2","5","6","2","2","5","7","6","2","7","5","2","4","5","1","1","5","2","1","3","1","26","1","6","5","5","1"
"0","100","475","1","anonymous","EN","1","5","4","2","6","4","3","5","3","4","1","4","5","6","4","7","6","6","7","4","2","2","4","1","4","4","1","3","1","3","7","4","6","6","6","2","6","5","6","3","3","1","7","7","2","1","6","2","2","3","2","2","4","2","2","7","4","7","7","1","4","6","2","6","2","5","2","6","2","1","4","7","1","6","7","4","4","1","1","1","4","5","3","3","1","4","70","2","6","5","2","9"
"0","100","605","1","anonymous","EN","1","2","7","3","3","3","5","5","2","2","2","4","4","6","6","6","5","7","6","5","5","2","5","2","2","5","2","5","2","5","5","4","6","7","5","2","7","5","6","3","5","4","3","3","2","4","7","1","2","5","3","3","5","2","1","4","5","6","7","4","7","5","3","6","2","5","4","6","7","2","5","5","2","2","7","5","3","4","4","2","2","5","2","1","4","2","66","2","6","5","10","10"
"0","100","1673","1","anonymous","EN","1","4","6","4","6","2","3","6","3","2","1","6","7","6","4","6","6","6","5","5","6","3","6","2","4","3","2","6","5","6","5","4","6","6","6","3","3","6","6","3","6","2","6","6","2","4","6","2","2","5","5","2","5","2","3","6","5","7","7","3","5","5","4","7","4","3","5","6","5","1","5","6","3","7","7","5","5","2","4","1","2","5","2","2","3","1","57","2","6","5","1","1"
"0","100","450","1","anonymous","EN","1","5","2","3","5","2","4","4","3","4","1","1","4","6","4","5","3","6","4","4","4","4","4","4","3","4","2","5","5","4","5","4","6","6","4","5","6","5","7","1","4","2","4","6","3","5","5","4","3","4","4","4","5","2","1","4","5","6","7","3","4","5","4","4","4","6","4","2","5","2","4","4","4","7","5","4","4","2","5","1","1","4","2","2","5","2","48","1","6","5","8","2"
"0","100","378","1","anonymous","EN","1","4","5","1","5","3","1","3","1","4","1","5","6","4","1","5","4","5","4","6","4","1","5","5","4","3","2","4","5","3","4","4","6","6","5","3","4","5","6","4","4","5","5","4","1","4","4","2","5","4","6","1","2","2","1","7","5","7","7","4","5","5","6","5","5","1","1","6","1","1","6","7","1","7","7","4","5","1","5","1","1","5","1","1","5","1","34","2","3","3","10","10"
"0","100","839","1","anonymous","EN","1","6","7","2","6","1","1","5","4","1","1","7","7","7","5","7","1","6","6","4","2","1","6","3","3","6","2","6","2","5","7","4","7","7","7","4","6","5","7","2","4","1","5","4","1","5","7","1","1","5","6","1","4","2","1","5","7","7","7","3","7","7","4","7","4","2","1","2","1","1","6","7","2","3","7","6","4","2","4","1","1","5","2","1","1","1","23","1","3","5","6","2"
"0","100","775","1","anonymous","EN","1","5","4","2","6","2","3","2","6","4","1","6","5","5","6","5","3","4","3","5","4","3","4","2","5","2","1","3","1","4","5","4","4","6","6","1","4","4","5","1","5","1","5","5","2","2","5","2","1","1","1","4","5","2","4","7","5","5","5","2","5","5","2","6","1","5","5","6","2","3","4","5","2","3","7","6","5","2","3","1","1","5","2","1","3","2","51","2","6","6","10","10"
"0","100","721","1","anonymous","EN","1","5","5","3","3","4","1","4","3","5","4","5","4","5","5","4","5","5","4","4","3","3","5","5","3","3","3","5","5","3","4","4","5","4","4","4","3","4","4","1","5","5","3","3","3","4","4","5","3","5","5","3","3","2","4","5","4","3","5","3","4","4","4","4","4","5","5","4","3","4","5","3","4","5","5","3","3","2","4","2","3","4","2","2","3","2","37","1","1","5","5","10"
"0","100","439","1","anonymous","EN","1","2","6","2","2","5","2","2","5","6","5","6","3","6","6","3","2","3","2","2","2","6","6","2","2","2","3","2","2","2","2","4","3","2","2","2","5","2","6","2","2","6","5","5","2","6","2","2","2","2","4","5","2","2","3","2","2","2","6","2","5","5","5","6","2","2","6","2","2","2","6","6","5","6","5","2","5","1","1","1","4","4","1","1","1","2","32","1","6","5","7","10"
"0","100","896","1","anonymous","EN","1","5","2","5","6","4","5","5","2","1","2","6","6","5","6","6","6","7","5","6","5","5","6","2","5","4","2","6","6","6","4","4","5","6","6","4","6","5","4","4","6","2","5","6","2","5","6","2","2","2","3","1","6","2","1","2","4","6","6","2","4","6","4","5","3","7","5","6","3","2","6","5","1","6","6","2","2","4","5","1","2","5","3","2","5","5","33","2","2","4","11","1"
"0","100","365","1","anonymous","EN","1","2","3","2","5","3","2","4","2","2","2","3","5","3","3","6","5","5","5","5","3","2","4","5","3","5","3","5","2","5","5","4","6","5","6","3","6","5","6","2","3","3","3","6","2","2","5","2","3","5","2","2","4","2","2","3","4","5","6","3","5","5","4","6","4","2","2","3","2","2","6","6","2","5","5","4","4","1","4","1","2","4","2","1","4","2","40","2","6","3","3","10"
"0","100","563","1","anonymous","EN","1","3","1","1","6","1","6","5","1","1","1","1","7","3","3","7","6","6","7","6","6","2","6","1","5","6","1","7","3","7","6","4","7","6","6","2","6","7","3","5","6","2","6","7","1","5","7","1","2","6","5","1","6","2","1","6","5","7","7","4","6","6","3","6","5","1","1","4","5","1","5","4","1","5","7","6","5","4","5","1","1","5","1","1","5","2","41","2","2","4","3","1"
"0","100","536","1","anonymous","EN","1","7","4","2","4","3","2","4","3","4","3","3","5","5","5","3","5","4","4","4","2","5","5","2","4","5","2","3","1","1","5","4","4","4","6","3","4","3","7","4","2","2","4","4","4","5","4","3","1","2","2","4","4","2","1","2","3","4","4","4","4","5","3","5","4","6","3","3","1","4","5","7","4","6","5","4","4","1","4","1","3","4","1","1","4","1","22","1","1","3","12","12"
"0","100","391","1","anonymous","EN","1","4","3","4","7","4","3","5","2","1","1","2","7","2","6","6","6","6","6","6","1","4","6","7","5","4","1","5","2","5","6","4","5","6","7","2","6","6","6","4","5","1","6","4","1","4","6","1","2","4","4","1","6","2","2","5","5","7","7","4","5","6","4","6","5","4","2","4","2","1","4","6","1","6","7","6","5","1","5","1","1","5","2","1","4","2","28","1","1","5","7","10"
"0","100","219","1","anonymous","EN","1","5","4","6","4","5","5","4","5","5","5","5","6","7","4","3","4","5","4","5","5","5","4","5","5","4","5","2","4","4","5","4","6","5","6","5","4","5","6","5","6","5","3","5","4","2","4","7","6","5","5","5","7","2","5","5","6","5","4","4","5","4","6","6","6","3","4","3","6","5","6","5","5","4","6","5","3","2","4","3","2","4","3","2","3","3","24","1","6","5","5","10"
"0","100","503","1","anonymous","EN","1","2","3","1","6","2","2","6","2","2","2","2","6","2","3","6","2","6","6","5","2","2","6","2","4","2","2","5","2","3","6","4","6","6","6","2","6","5","3","5","3","2","6","6","2","2","5","2","5","6","3","2","3","2","2","7","6","7","7","6","6","6","5","6","6","2","3","5","2","2","5","6","2","2","6","2","5","4","5","1","1","4","1","1","4","2","47","1","6","6","11","10"
"0","100","554","1","anonymous","EN","1","6","6","3","6","5","1","2","4","3","2","6","6","5","7","4","5","5","3","4","1","7","4","2","4","4","4","6","1","6","5","4","5","5","6","2","4","5","6","1","6","2","6","6","1","4","5","2","1","3","4","2","5","2","2","6","2","6","7","1","5","5","2","7","4","7","6","7","1","1","5","6","2","7","7","2","5","1","4","1","1","5","2","1","5","1","62","2","6","5","5","10"
"0","100","823","1","anonymous","EN","1","6","6","5","5","2","2","2","4","4","5","3","5","4","4","4","5","6","5","5","6","3","6","4","6","2","6","3","3","3","4","4","7","4","3","3","5","5","7","3","1","3","6","5","6","5","3","2","6","6","4","5","6","2","3","6","5","2","4","5","5","4","5","5","3","3","6","5","3","3","2","5","5","6","3","4","4","2","4","2","2","4","2","1","2","1","32","1","6","5","5","10"
"0","100","908","1","anonymous","EN","1","1","5","1","3","1","2","7","2","2","1","4","6","2","5","6","2","7","6","5","4","2","6","3","2","6","1","4","2","7","7","4","5","7","6","2","6","5","6","2","6","2","3","7","1","4","7","3","4","4","2","1","4","2","1","3","4","7","7","4","7","7","5","7","3","5","2","4","3","1","4","1","2","4","6","5","3","2","4","1","1","1","3","1","1","4","58","2","7","3","2","11"
